,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,set
281,I Can See For Miles,The Who,0.338,0.815,9,-6.485,1,0.0673,0.00325,0.000403,0.0884,0.199,133.014,audio_features,7B9F9nLxe7MZgZ68Jj86Fn,spotify:track:7B9F9nLxe7MZgZ68Jj86Fn,https://api.spotify.com/v1/tracks/7B9F9nLxe7MZgZ68Jj86Fn,https://api.spotify.com/v1/audio-analysis/7B9F9nLxe7MZgZ68Jj86Fn,247307,4,N
282,Wild Thing,The Troggs,0.453,0.658,9,-13.472,1,0.0539,0.741,0.0288,0.135,0.761,203.871,audio_features,7jGzYUZ2Bgg8BDfYlQRfn8,spotify:track:7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/tracks/7jGzYUZ2Bgg8BDfYlQRfn8,https://api.spotify.com/v1/audio-analysis/7jGzYUZ2Bgg8BDfYlQRfn8,155333,4,N
283,Mississippi,Bob Dylan,0.537,0.724,0,-7.505,1,0.0281,0.227,2.25e-05,0.114,0.697,79.583,audio_features,6iCUV1fm0Ag3Jg8zFniarc,spotify:track:6iCUV1fm0Ag3Jg8zFniarc,https://api.spotify.com/v1/tracks/6iCUV1fm0Ag3Jg8zFniarc,https://api.spotify.com/v1/audio-analysis/6iCUV1fm0Ag3Jg8zFniarc,321093,4,N
284,Heart of Glass,Blondie,0.77,0.654,4,-6.108,1,0.0361,0.0539,0.00047,0.0819,0.685,114.82,audio_features,4v2rkl1mC3zVAz0nXMx9r4,spotify:track:4v2rkl1mC3zVAz0nXMx9r4,https://api.spotify.com/v1/tracks/4v2rkl1mC3zVAz0nXMx9r4,https://api.spotify.com/v1/audio-analysis/4v2rkl1mC3zVAz0nXMx9r4,229423,4,N
285,Highway to Hell,AC/DC,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,audio_features,2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,208400,4,N
286,Paranoid Android,Radiohead,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,audio_features,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213,4,N
287,All the Young Dudes,Mott the Hoople,0.429,0.668,4,-7.539,0,0.044,0.208,0.0,0.538,0.398,77.737,audio_features,0WNGPpmWqzPnk0psUhJ3SX,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,https://api.spotify.com/v1/tracks/0WNGPpmWqzPnk0psUhJ3SX,https://api.spotify.com/v1/audio-analysis/0WNGPpmWqzPnk0psUhJ3SX,211067,4,N
288,Mack the Knife,Bobby Darin,0.549,0.529,3,-12.291,0,0.108,0.76,0.0,0.206,0.464,82.755,audio_features,3E5ndyOfO6vFDEIE42HA8o,spotify:track:3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/tracks/3E5ndyOfO6vFDEIE42HA8o,https://api.spotify.com/v1/audio-analysis/3E5ndyOfO6vFDEIE42HA8o,184333,4,N
289,Money Honey,The Drifters,0.698,0.449,5,-9.371,1,0.0829,0.894,0.0,0.106,0.814,124.394,audio_features,4cOXb4P2Ri6AMVQqfICPRY,spotify:track:4cOXb4P2Ri6AMVQqfICPRY,https://api.spotify.com/v1/tracks/4cOXb4P2Ri6AMVQqfICPRY,https://api.spotify.com/v1/audio-analysis/4cOXb4P2Ri6AMVQqfICPRY,179400,4,N
290,Paranoid,Black Sabbath,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,audio_features,1Y373MqadDRtclJNdnUXVc,spotify:track:1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/tracks/1Y373MqadDRtclJNdnUXVc,https://api.spotify.com/v1/audio-analysis/1Y373MqadDRtclJNdnUXVc,168406,4,N
291,Chain of Fools,Aretha Franklin,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,audio_features,2oZmMp5M6L0Rh7G84Um2tF,spotify:track:2oZmMp5M6L0Rh7G84Um2tF,https://api.spotify.com/v1/tracks/2oZmMp5M6L0Rh7G84Um2tF,https://api.spotify.com/v1/audio-analysis/2oZmMp5M6L0Rh7G84Um2tF,167067,4,N
292,Rappers Delight,Sugarhill Gang,0.9,0.845,11,-7.306,0,0.257,0.465,0.0,0.0724,0.914,111.187,audio_features,7sZDbHZiuHEzS00vzCuhqS,spotify:track:7sZDbHZiuHEzS00vzCuhqS,https://api.spotify.com/v1/tracks/7sZDbHZiuHEzS00vzCuhqS,https://api.spotify.com/v1/audio-analysis/7sZDbHZiuHEzS00vzCuhqS,427360,4,N
293,The Harder They Come,Jimmy Cliff,0.679,0.575,1,-8.037,1,0.0715,0.634,0.0,0.165,0.79,102.588,audio_features,2XIr0KTybGQsC1SFfeaZhI,spotify:track:2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/tracks/2XIr0KTybGQsC1SFfeaZhI,https://api.spotify.com/v1/audio-analysis/2XIr0KTybGQsC1SFfeaZhI,219907,4,N
294,Baba ORiley,The Who,0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,audio_features,3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/tracks/3qiyyUfYe7CRYLucrPmulD,https://api.spotify.com/v1/audio-analysis/3qiyyUfYe7CRYLucrPmulD,300400,4,N
295,You Keep Me Hanging On,The Supremes,0.713,0.877,7,-7.28,0,0.0568,0.000957,0.0359,0.0512,0.603,121.001,audio_features,6ESGTTiBkHRiYPiIufJk97,spotify:track:6ESGTTiBkHRiYPiIufJk97,https://api.spotify.com/v1/tracks/6ESGTTiBkHRiYPiIufJk97,https://api.spotify.com/v1/audio-analysis/6ESGTTiBkHRiYPiIufJk97,386666,4,N
296,Maybe Im Amazed,Paul McCartney,0.471,0.494,7,-10.407,1,0.0312,0.387,0.0944,0.617,0.373,79.255,audio_features,1Qa0Y05al633fG8f9Peytc,spotify:track:1Qa0Y05al633fG8f9Peytc,https://api.spotify.com/v1/tracks/1Qa0Y05al633fG8f9Peytc,https://api.spotify.com/v1/audio-analysis/1Qa0Y05al633fG8f9Peytc,229827,4,N
297,Walk This Way,Aerosmith,0.653,0.73,5,-10.613,1,0.043,0.0114,1.03e-05,0.0754,0.894,108.705,audio_features,5SZ6zX4rOrEQferfFC2MfP,spotify:track:5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/tracks/5SZ6zX4rOrEQferfFC2MfP,https://api.spotify.com/v1/audio-analysis/5SZ6zX4rOrEQferfFC2MfP,220400,4,N
298,Beautiful Day,U2,0.539,0.926,2,-6.495,1,0.0499,0.014,0.00136,0.36,0.454,136.279,audio_features,1VuBmEauSZywQVtqbxNqka,spotify:track:1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/tracks/1VuBmEauSZywQVtqbxNqka,https://api.spotify.com/v1/audio-analysis/1VuBmEauSZywQVtqbxNqka,246400,4,N
299,Beat It,Michael Jackson,0.776,0.867,3,-3.704,0,0.0479,0.0495,7.92e-06,0.197,0.918,138.827,audio_features,1OOtq8tRnDM8kG2gqUPjAj,spotify:track:1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/tracks/1OOtq8tRnDM8kG2gqUPjAj,https://api.spotify.com/v1/audio-analysis/1OOtq8tRnDM8kG2gqUPjAj,258040,4,N
300,Wild Horses,The Rolling Stones,0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,audio_features,52dm9op3rbfAkc1LGXgipW,spotify:track:52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/tracks/52dm9op3rbfAkc1LGXgipW,https://api.spotify.com/v1/audio-analysis/52dm9op3rbfAkc1LGXgipW,341773,4,N
301,Sweet Jane,The Velvet Underground,0.619,0.637,2,-7.369,1,0.0286,0.015,0.0,0.374,0.936,105.205,audio_features,3cw3Z7mS55gd3NUjh4k0bL,spotify:track:3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/tracks/3cw3Z7mS55gd3NUjh4k0bL,https://api.spotify.com/v1/audio-analysis/3cw3Z7mS55gd3NUjh4k0bL,246307,4,N
302,Spirit in the Sky,Norman Greenbaum,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,audio_features,0jvN7eQJJt4nxQzgQfZ1SP,spotify:track:0jvN7eQJJt4nxQzgQfZ1SP,https://api.spotify.com/v1/tracks/0jvN7eQJJt4nxQzgQfZ1SP,https://api.spotify.com/v1/audio-analysis/0jvN7eQJJt4nxQzgQfZ1SP,242893,4,N
303,Subterranean Homesick Blues,Bob Dylan,0.576,0.727,4,-9.973,0,0.05,0.702,0.0,0.324,0.751,173.854,audio_features,6k9DUKMJpWvu6eFG3O64Lg,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/tracks/6k9DUKMJpWvu6eFG3O64Lg,https://api.spotify.com/v1/audio-analysis/6k9DUKMJpWvu6eFG3O64Lg,141293,4,N
304,I Cant Make You Love Me,Bonnie Raitt,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,audio_features,69uJi5QsBtqlYkGURTBli8,spotify:track:69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/tracks/69uJi5QsBtqlYkGURTBli8,https://api.spotify.com/v1/audio-analysis/69uJi5QsBtqlYkGURTBli8,332960,4,N
305,We Will Rock You,Queen,0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,audio_features,54flyrjcdnQdco7300avMJ,spotify:track:54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/tracks/54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/audio-analysis/54flyrjcdnQdco7300avMJ,122067,4,N
306,Wind and Fire,Earth,0.602,0.442,0,-12.288,1,0.0302,0.204,0.00569,0.162,0.688,85.751,audio_features,3FcxoBWVmgt2By6gluHgjt,spotify:track:3FcxoBWVmgt2By6gluHgjt,https://api.spotify.com/v1/tracks/3FcxoBWVmgt2By6gluHgjt,https://api.spotify.com/v1/audio-analysis/3FcxoBWVmgt2By6gluHgjt,281027,4,N
307,The End,The Doors,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,audio_features,5UgT7w6zVZjP3oyawMzbiK,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,703373,4,N
308,For Your Precious Love,Jerry Butler and The Impressions,0.365,0.438,2,-16.317,1,0.309,0.659,0.000672,0.847,0.506,75.55,audio_features,2UL1EwS6tfbNrdH805oyvi,spotify:track:2UL1EwS6tfbNrdH805oyvi,https://api.spotify.com/v1/tracks/2UL1EwS6tfbNrdH805oyvi,https://api.spotify.com/v1/audio-analysis/2UL1EwS6tfbNrdH805oyvi,251613,3,N
309,Get Up (I Feel Like Being a) Sex Machine,James Brown,0.838,0.616,10,-8.351,0,0.0711,0.18,7.17e-06,0.193,0.848,107.695,audio_features,2ivdsb1RcEJjIs5tuHkUC9,spotify:track:2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/tracks/2ivdsb1RcEJjIs5tuHkUC9,https://api.spotify.com/v1/audio-analysis/2ivdsb1RcEJjIs5tuHkUC9,316333,4,N
310,Good Lovin,The Young Rascals,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,audio_features,0XnhQGfqfi5CnZXcONJuI5,spotify:track:0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/tracks/0XnhQGfqfi5CnZXcONJuI5,https://api.spotify.com/v1/audio-analysis/0XnhQGfqfi5CnZXcONJuI5,150907,4,N
311,Baby Love,The Supremes,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4,N
312,Dancing Barefoot,Patti Smith Group,0.492,0.639,2,-9.944,1,0.0319,0.235,0.0,0.0738,0.792,115.519,audio_features,4kPSjEg8u1U4pg2dHHMmtf,spotify:track:4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/tracks/4kPSjEg8u1U4pg2dHHMmtf,https://api.spotify.com/v1/audio-analysis/4kPSjEg8u1U4pg2dHHMmtf,256533,4,N
313,Fight the Power,Public Enemy,0.797,0.582,2,-12.97,1,0.255,0.00484,2.04e-06,0.517,0.415,105.974,audio_features,1yo16b3u0lptm6Cs7lx4AD,spotify:track:1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/tracks/1yo16b3u0lptm6Cs7lx4AD,https://api.spotify.com/v1/audio-analysis/1yo16b3u0lptm6Cs7lx4AD,282640,4,N
314,Cortez the Killer,Neil Young,0.568,0.369,4,-11.811,0,0.0295,0.0128,0.58,0.1,0.197,110.021,audio_features,2IrXyIb3NSMihMa6ilsuQt,spotify:track:2IrXyIb3NSMihMa6ilsuQt,https://api.spotify.com/v1/tracks/2IrXyIb3NSMihMa6ilsuQt,https://api.spotify.com/v1/audio-analysis/2IrXyIb3NSMihMa6ilsuQt,313560,4,N
315,Heartbreaker,Led Zeppelin,0.403,0.709,9,-9.366,1,0.0885,0.0746,0.494,0.132,0.654,97.161,audio_features,6WE7jSshLCuVKoCmobVKVf,spotify:track:6WE7jSshLCuVKoCmobVKVf,https://api.spotify.com/v1/tracks/6WE7jSshLCuVKoCmobVKVf,https://api.spotify.com/v1/audio-analysis/6WE7jSshLCuVKoCmobVKVf,254133,4,N
316,Take Me Out,Franz Ferdinand,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,spotify:track:20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/tracks/20I8RduZC2PWMWTDCZuuAN,https://api.spotify.com/v1/audio-analysis/20I8RduZC2PWMWTDCZuuAN,237027,4,N
317,Schools Out,Alice Cooper,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4,N
318,Many Rivers to Cross,Jimmy Cliff,0.399,0.212,5,-16.03,1,0.0747,0.7,0.000434,0.116,0.149,137.76,audio_features,1dZxI6OuzwJ283y3gOU1Kq,spotify:track:1dZxI6OuzwJ283y3gOU1Kq,https://api.spotify.com/v1/tracks/1dZxI6OuzwJ283y3gOU1Kq,https://api.spotify.com/v1/audio-analysis/1dZxI6OuzwJ283y3gOU1Kq,164067,4,N
319,Wish You Were Here,Pink Floyd,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4,N
320,Alison,Elvis Costello,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,audio_features,1v98rfd0an913AzHvMNG8a,spotify:track:1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/tracks/1v98rfd0an913AzHvMNG8a,https://api.spotify.com/v1/audio-analysis/1v98rfd0an913AzHvMNG8a,204533,4,N
321,Dont Let Me Be Misunderstood,The Animals,0.513,0.775,11,-5.136,0,0.0284,0.0929,0.0,0.404,0.518,112.202,audio_features,7vYA9ET5AUqJt5pBbhKmcB,spotify:track:7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/tracks/7vYA9ET5AUqJt5pBbhKmcB,https://api.spotify.com/v1/audio-analysis/7vYA9ET5AUqJt5pBbhKmcB,149360,4,N
322,Comfortably Numb,Pink Floyd,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4,N
323,I Put a Spell on You,Screamin' Jay Hawkins,0.733,0.399,10,-12.086,0,0.094,0.59,0.0254,0.0766,0.9,173.781,audio_features,3sLhMSePzxSrmxluIqeoAZ,spotify:track:3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/tracks/3sLhMSePzxSrmxluIqeoAZ,https://api.spotify.com/v1/audio-analysis/3sLhMSePzxSrmxluIqeoAZ,144867,3,N
324,In Dreams,Roy Orbison,0.495,0.435,0,-9.99,1,0.0286,0.67,0.00038,0.13,0.71,108.189,audio_features,44pN9jfSqY3d3lrKuv3QeN,spotify:track:44pN9jfSqY3d3lrKuv3QeN,https://api.spotify.com/v1/tracks/44pN9jfSqY3d3lrKuv3QeN,https://api.spotify.com/v1/audio-analysis/44pN9jfSqY3d3lrKuv3QeN,169160,4,N
325,Wake Up Little Susie,The Everly Brothers,0.709,0.62,2,-9.382,1,0.034,0.318,0.0,0.0426,0.936,93.723,audio_features,11fNLqDB47gMKj7BHhR2Qr,spotify:track:11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/tracks/11fNLqDB47gMKj7BHhR2Qr,https://api.spotify.com/v1/audio-analysis/11fNLqDB47gMKj7BHhR2Qr,123520,4,N
326,Iron Man,Black Sabbath,0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,audio_features,3IOQZRcEkplCXg6LofKqE9,spotify:track:3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/tracks/3IOQZRcEkplCXg6LofKqE9,https://api.spotify.com/v1/audio-analysis/3IOQZRcEkplCXg6LofKqE9,355304,4,N
327,Whats Love Got to Do With It,Tina Turner,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,audio_features,4kOfxxnW1ukZdsNbCKY9br,spotify:track:4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br,https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br,226880,4,N
328,Lonely Teardrops,Jackie Wilson,0.524,0.478,7,-8.894,1,0.118,0.406,0.0,0.74,0.843,137.133,audio_features,6TYR3IVgIwDK6ydc2EPEQq,spotify:track:6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/tracks/6TYR3IVgIwDK6ydc2EPEQq,https://api.spotify.com/v1/audio-analysis/6TYR3IVgIwDK6ydc2EPEQq,166213,4,N
329,Why Do Fools Fall In Love,Frankie Lymon and The Teenagers,0.388,0.532,1,-8.685,1,0.102,0.51,3.06e-06,0.0974,0.845,173.586,audio_features,2xKfXRhw5xaUXfevJJspZf,spotify:track:2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/tracks/2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/audio-analysis/2xKfXRhw5xaUXfevJJspZf,139667,4,N
330,Thats Entertainment,The Jam,0.567,0.653,0,-11.524,0,0.0336,0.211,0.000489,0.0639,0.78,142.218,audio_features,7MH7TkjQ4RA1vG454dciw0,spotify:track:7MH7TkjQ4RA1vG454dciw0,https://api.spotify.com/v1/tracks/7MH7TkjQ4RA1vG454dciw0,https://api.spotify.com/v1/audio-analysis/7MH7TkjQ4RA1vG454dciw0,212787,4,N
331,Say It Loud - Im Black and Im Proud,James Brown,0.85,0.66,3,-6.323,1,0.193,0.386,0.00235,0.0449,0.926,115.076,audio_features,5h8ve1B7Gr3k4W0WXAgLxE,spotify:track:5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/tracks/5h8ve1B7Gr3k4W0WXAgLxE,https://api.spotify.com/v1/audio-analysis/5h8ve1B7Gr3k4W0WXAgLxE,167187,4,N
332,With a Little Help From My Friends,The Beatles,0.705,0.515,4,-9.343,1,0.0337,0.365,0.0,0.389,0.803,112.035,audio_features,2RnPATK99oGOZygnD2GTO6,spotify:track:2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/tracks/2RnPATK99oGOZygnD2GTO6,https://api.spotify.com/v1/audio-analysis/2RnPATK99oGOZygnD2GTO6,164107,4,N
333,Ruby Tuesday,The Rolling Stones,0.524,0.553,0,-10.767,1,0.0292,0.831,0.0,0.174,0.517,104.578,audio_features,4hupcimlg3UBbW1kAQ6vrT,spotify:track:4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/tracks/4hupcimlg3UBbW1kAQ6vrT,https://api.spotify.com/v1/audio-analysis/4hupcimlg3UBbW1kAQ6vrT,196493,4,N
334,Blue Eyes Crying in the Rain,Willie Nelson,0.626,0.04,4,-19.994,1,0.0405,0.928,0.00178,0.11,0.418,117.136,audio_features,2uRVPeQbsEpRQD0DKr1WTo,spotify:track:2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/tracks/2uRVPeQbsEpRQD0DKr1WTo,https://api.spotify.com/v1/audio-analysis/2uRVPeQbsEpRQD0DKr1WTo,138600,4,N
335,Da Ya Think Im Sexy?,Rod Stewart,0.715,0.689,2,-8.065,0,0.029,0.0143,0.000192,0.111,0.852,111.504,audio_features,4z7maGZkAonDlXlwo8q69f,spotify:track:4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/tracks/4z7maGZkAonDlXlwo8q69f,https://api.spotify.com/v1/audio-analysis/4z7maGZkAonDlXlwo8q69f,331333,4,N
336,One More Time,Daft Punk,0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,audio_features,0DiWol3AO6WpXZgp0goxAV,spotify:track:0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/tracks/0DiWol3AO6WpXZgp0goxAV,https://api.spotify.com/v1/audio-analysis/0DiWol3AO6WpXZgp0goxAV,320357,4,N
337,Like A Prayer,Madonna,0.624,0.842,5,-5.285,1,0.0376,0.264,2.11e-05,0.181,0.257,111.037,audio_features,1z3ugFmUKoCzGsI6jdY4Ci,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/tracks/1z3ugFmUKoCzGsI6jdY4Ci,https://api.spotify.com/v1/audio-analysis/1z3ugFmUKoCzGsI6jdY4Ci,342680,4,N
338,One Way or Another,Blondie,0.442,0.922,2,-5.086,1,0.0655,0.0532,3.86e-06,0.0768,0.855,162.272,audio_features,59CLe8stbcx4XYBWdsfbwK,spotify:track:59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/tracks/59CLe8stbcx4XYBWdsfbwK,https://api.spotify.com/v1/audio-analysis/59CLe8stbcx4XYBWdsfbwK,217364,4,N
339,Sign O The Times,Prince,0.794,0.431,0,-10.182,1,0.0854,0.00524,0.033,0.0794,0.498,98.875,audio_features,7CqFMR3yj95Yuwagq5XsLR,spotify:track:7CqFMR3yj95Yuwagq5XsLR,https://api.spotify.com/v1/tracks/7CqFMR3yj95Yuwagq5XsLR,https://api.spotify.com/v1/audio-analysis/7CqFMR3yj95Yuwagq5XsLR,296497,4,N
340,Heart of Gold,Neil Young,0.597,0.413,7,-7.844,1,0.0333,0.88,0.682,0.109,0.407,83.101,audio_features,1mH7MvtshIFTz2eEv8AZ16,spotify:track:1mH7MvtshIFTz2eEv8AZ16,https://api.spotify.com/v1/tracks/1mH7MvtshIFTz2eEv8AZ16,https://api.spotify.com/v1/audio-analysis/1mH7MvtshIFTz2eEv8AZ16,192000,4,N
341,Get Up,Bob Marley and the Wailers,0.825,0.546,6,-9.518,0,0.386,0.321,5.13e-05,0.068,0.866,148.246,audio_features,5MVW8uIuNuL7CQ0RyyogHI,spotify:track:5MVW8uIuNuL7CQ0RyyogHI,https://api.spotify.com/v1/tracks/5MVW8uIuNuL7CQ0RyyogHI,https://api.spotify.com/v1/audio-analysis/5MVW8uIuNuL7CQ0RyyogHI,221933,4,N
342,Street Fighting Man,The Rolling Stones,0.583,0.855,0,-7.213,1,0.0333,0.1,0.0177,0.262,0.69,128.178,audio_features,7EXgO1bRnEArE58rtrgMWB,spotify:track:7EXgO1bRnEArE58rtrgMWB,https://api.spotify.com/v1/tracks/7EXgO1bRnEArE58rtrgMWB,https://api.spotify.com/v1/audio-analysis/7EXgO1bRnEArE58rtrgMWB,195147,4,N
343,Baby I Need Your Loving,The Four Tops,0.721,0.907,0,-5.992,0,0.0518,0.642,5.55e-05,0.473,0.75,122.077,audio_features,31CUzsUuvz1EhTbT6MfqDU,spotify:track:31CUzsUuvz1EhTbT6MfqDU,https://api.spotify.com/v1/tracks/31CUzsUuvz1EhTbT6MfqDU,https://api.spotify.com/v1/audio-analysis/31CUzsUuvz1EhTbT6MfqDU,158452,4,N
344,Just My Imagination,The Temptations,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,audio_features,39Bd345OWEhRNyfayhp9gv,spotify:track:39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/tracks/39Bd345OWEhRNyfayhp9gv,https://api.spotify.com/v1/audio-analysis/39Bd345OWEhRNyfayhp9gv,228160,4,N
345,Roxanne,The Police,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947,4,N
346,Tiny Dancer,Elton John,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,audio_features,2TVxnKdb3tqe1nhQWwwZCO,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/tracks/2TVxnKdb3tqe1nhQWwwZCO,https://api.spotify.com/v1/audio-analysis/2TVxnKdb3tqe1nhQWwwZCO,377093,4,N
347,Know You Got Soul,Eric B. and Rakim,0.89,0.86,6,-8.755,0,0.231,0.0659,0.000175,0.319,0.763,104.054,audio_features,5D2lp16FQ0VIfLGRDn5jcG,spotify:track:5D2lp16FQ0VIfLGRDn5jcG,https://api.spotify.com/v1/tracks/5D2lp16FQ0VIfLGRDn5jcG,https://api.spotify.com/v1/audio-analysis/5D2lp16FQ0VIfLGRDn5jcG,284467,4,N
